"id","date","description","amount","balance","messageDate","locationId","locationName","originalAmount","discountAmount"
"64a04dc0ac0d43f6dd45ff8c","Jul 1st 2023, 09:31:09 PM","SMS, ref: Z2EyGSHRv3u1O41qS9US",-0.00711,"16.160515","Jul 1st 2023, 09:31:04 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a04db213b42452563a9f60","Jul 1st 2023, 09:30:55 PM","SMS, ref: QiSwfwfUOIpGIfFtt978",-0.00711,"16.167625","Jul 1st 2023, 09:30:48 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a04da913b424cc823a9eba","Jul 1st 2023, 09:30:42 PM","SMS, ref: ymK357RdDVjXePR6Alsd",-0.00711,"16.174735","Jul 1st 2023, 09:30:41 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a04da2def73183af4a018c","Jul 1st 2023, 09:30:42 PM","SMS, ref: 8O7cXk6JQWCE3fyrLjdU",-0.00711,"16.181845","Jul 1st 2023, 09:30:30 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a04d9bdef731c3d549fff7","Jul 1st 2023, 09:30:33 PM","SMS, ref: 2XsOQLZb0SYBDoSJU01k",-0.00711,"16.188955","Jul 1st 2023, 09:30:26 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a04d9add22764cc7869e91","Jul 1st 2023, 09:30:33 PM","SMS, ref: qgpJpLqiIwmiHSdDq8JG",-0.00711,"16.196065","Jul 1st 2023, 09:30:24 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a04d87ac0d4330db45fc68","Jul 1st 2023, 09:30:08 PM","SMS, ref: HveogIDR5qGuU5SY2fTv",-0.00711,"16.203175","Jul 1st 2023, 09:30:06 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a04d85def731a93149feac","Jul 1st 2023, 09:30:08 PM","SMS, ref: Ac4Ysrwwm1rjuZp3ZYKD",-0.00711,"16.210285","Jul 1st 2023, 09:30:05 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a04d831603ce646ef84912","Jul 1st 2023, 09:30:08 PM","SMS, ref: kEoIw98lz70c9807RaCT",-0.00711,"16.217395","Jul 1st 2023, 09:30:02 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a03eb5ac0d432570455726","Jul 1st 2023, 08:26:58 PM","SMS, ref: jndShJdZQgoYxVFAyBl4",-0.00711,"16.224505","Jul 1st 2023, 08:26:52 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a03a60fc5ee19c067dcd22","Jul 1st 2023, 08:08:25 PM","SMS, ref: 3H0L5j1AoHTC4MlxidM1",-0.00711,"16.231615","Jul 1st 2023, 08:08:23 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a03a5e424f5d3e9332ef65","Jul 1st 2023, 08:08:25 PM","SMS, ref: iFxDCjw4W2Ut0Trj53bL",-0.00711,"16.238725","Jul 1st 2023, 08:08:21 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a03a5c13b4249ef939d205","Jul 1st 2023, 08:08:25 PM","SMS, ref: M1flPquZ9EvCrfi9EVNt",-0.00711,"16.245835","Jul 1st 2023, 08:08:19 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a030d7dd2276405e8561fb","Jul 1st 2023, 07:27:48 PM","SMS, ref: URZcDVWqeZoMnSVgq7el",-0.00711,"16.252945","Jul 1st 2023, 07:27:42 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a030c7dd22767dce856192","Jul 1st 2023, 07:27:32 PM","SMS, ref: i4X9wmasDvAEkyZIH6st",-0.00711,"16.260055","Jul 1st 2023, 07:27:26 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a03089fc5ee1dc9a7d5dc1","Jul 1st 2023, 07:26:30 PM","SMS, ref: ciaM33Ut47pIyMx97hZV",-0.00711,"16.267165","Jul 1st 2023, 07:26:24 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a0307bac0d437b0a44ba17","Jul 1st 2023, 07:26:16 PM","SMS, ref: QTkXBR32ktX1Ypl4lI1M",-0.00711,"16.274275","Jul 1st 2023, 07:26:10 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a03038ac0d43942b44b7f8","Jul 1st 2023, 07:25:09 PM","SMS, ref: 51oqqPRITlue9aBYTcEf",-0.00711,"16.281385","Jul 1st 2023, 07:25:03 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a02f6dac0d43c2dd44b1cd","Jul 1st 2023, 07:21:43 PM","SMS, ref: EEorRskz3HNCtG3TDZBJ",-0.00711,"16.288495","Jul 1st 2023, 07:21:41 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a02f6cdd227645758556c3","Jul 1st 2023, 07:21:43 PM","SMS, ref: jJZxZLJkkotlsXvzhCA8",-0.00711,"16.295605","Jul 1st 2023, 07:21:40 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a02f6afc5ee1bf6c7d54ed","Jul 1st 2023, 07:21:43 PM","SMS, ref: uWGJSkfTW46AzAMCraY2",-0.00711,"16.302715","Jul 1st 2023, 07:21:37 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a02ed0ac0d4300a144ac68","Jul 1st 2023, 07:19:07 PM","SMS, ref: wxjUS8ooN4Zyo62T2zSg",-0.00711,"16.309825","Jul 1st 2023, 07:19:03 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a02ecefc5ee11b287d4fab","Jul 1st 2023, 07:19:07 PM","SMS, ref: Plrt6XHEKqkDlHGPeVBV",-0.01422,"16.316935","Jul 1st 2023, 07:19:02 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"64a02e55ac0d43731b44a895","Jul 1st 2023, 07:17:06 PM","SMS, ref: tKahWwIjeLzuFrIPEQK5",-0.01422,"16.331155","Jul 1st 2023, 07:17:00 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"64a02197ac0d4386a94424bf","Jul 1st 2023, 06:22:44 PM","SMS, ref: PiAQaLNPRWkwXTdKaGrJ",-0.00711,"16.345375","Jul 1st 2023, 06:22:38 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64a00383fc5ee174207b9871","Jul 1st 2023, 04:14:28 PM","SMS-MESSAGES-CARRIERFEES (62)",-0.5645,"16.352485","-","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",-0.5645,0
"64a0038220b38200783c9bec","Jul 1st 2023, 04:14:28 PM","SMS-MESSAGES-CARRIERFEES (1)",-0.003,"16.916985","-","O9f0bfIS8vUjYiw25c3y","Eternal Life Baptist Church",-0.003,0
"649ff1e9dd227645b082ae09","Jul 1st 2023, 02:59:23 PM","SMS-MESSAGES-CARRIERFEES (2)",-0.013,"16.919985","-","i34q6HKMJF81B3OhJ5Qr","Heltonville Fitness Center",-0.013,0
"649fe32d4776f9323db686df","Jul 1st 2023, 01:56:44 PM","SMS-MESSAGES-CARRIERFEES (1)",-0.003,"16.932985","-","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",-0.003,0
"649fcf4458b648bceaeac0a0","Jul 1st 2023, 12:31:37 PM","SMS-MESSAGES-CARRIERFEES (11)",-0.087,"16.935985","-","NWLQRF1GGDulzba3hnCP","Community Baptist Church ",-0.087,0
"649fc26953d16c540e49f68e","Jul 1st 2023, 11:36:36 AM","SMS, ref: Uw4F6wFNW5AvzVgoMaDY",-0.00711,"17.022985","Jul 1st 2023, 11:36:33 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649fc26753d16c55aa49f68b","Jul 1st 2023, 11:36:36 AM","SMS, ref: XmKYn08qEBWcB08pjk5J",-0.01422,"17.030095","Jul 1st 2023, 11:36:31 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649fc1ee4776f91ca7b58b51","Jul 1st 2023, 11:34:35 AM","SMS, ref: gJGbq1nEgjfJzRUJlbd9",-0.01422,"17.044315","Jul 1st 2023, 11:34:29 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649fb4a94776f906beb57c07","Jul 1st 2023, 10:37:58 AM","SMS, ref: hltmr4ZbN7lJErRxpIne",-0.00711,"17.058535","Jul 1st 2023, 10:37:53 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649fa0394776f9633eb5534f","Jul 1st 2023, 09:10:44 AM","SMS, ref: CY6pcC5RvzxGCbKczTSG",-0.00711,"17.065645","Jul 1st 2023, 09:10:41 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649fa03758b6487985ea6daa","Jul 1st 2023, 09:10:44 AM","SMS, ref: l8EnIRhl9pQ34KNVpx65",-0.01422,"17.072755","Jul 1st 2023, 09:10:39 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649f9fbd4776f9cc16b5525f","Jul 1st 2023, 09:08:42 AM","SMS, ref: fUdriQ9WKfOaYwcmr4Vj",-0.01422,"17.086975","Jul 1st 2023, 09:08:37 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649f7f1c6473b20d496c0835","Jul 1st 2023, 06:49:28 AM","SMS, ref: aRzCmuM5cttp4XpA41s7",-0.00711,"17.101195","Jul 1st 2023, 06:49:24 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649f7f1bb99e4b78a2fa5999","Jul 1st 2023, 06:49:28 AM","SMS, ref: S4ZnLshCzOnEDXntc4kK",-0.01422,"17.108305","Jul 1st 2023, 06:49:22 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649f7ea058b6482dcae9cf28","Jul 1st 2023, 06:47:25 AM","SMS, ref: fq1JxThg3CL9Za5Xdz0I",-0.01422,"17.122525","Jul 1st 2023, 06:47:20 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649f70e6cc406dc735b053a4","Jul 1st 2023, 05:48:51 AM","SMS, ref: lVlupilU0ZlK0hlBDmRc",-0.00711,"17.136745","Jul 1st 2023, 05:48:46 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649f6e79b99e4b2919fa01fe","Jul 1st 2023, 05:38:29 AM","SMS, ref: 0bfFBFngaZUVrFus1ZgF",-0.00711,"17.143855","Jul 1st 2023, 05:38:25 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649f6e789fd1ffe7ca136c36","Jul 1st 2023, 05:38:29 AM","SMS, ref: ZjMuwjWl3fY1Gh9upkVZ",-0.01422,"17.150965","Jul 1st 2023, 05:38:23 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649f6dfe9b131b267c2f134f","Jul 1st 2023, 05:36:27 AM","SMS, ref: pdkylNScyajWjSwhIPs3",-0.01422,"17.165185","Jul 1st 2023, 05:36:21 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649f5be65fac816ba2046c82","Jul 1st 2023, 04:19:15 AM","SMS, ref: r5uy3Srla4H2eUmqVSfw",-0.00711,"17.179405","Jul 1st 2023, 04:19:10 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649f5b6acc406d34c6afa940","Jul 1st 2023, 04:17:12 AM","SMS, ref: 8sjZiiP3y35zKRoRFFQB",-0.00711,"17.186515","Jul 1st 2023, 04:17:06 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649f4ee26473b25b0a6a9e1a","Jul 1st 2023, 03:23:43 AM","SMS, ref: qWjZ0OPaIn6RHBHngCEr",-0.00711,"17.193625","Jul 1st 2023, 03:23:38 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649f470db99e4bc533f8a835","Jul 1st 2023, 02:50:16 AM","SMS, ref: i9GVupoeYtrRcTjSnCtz",-0.00711,"17.200735","Jul 1st 2023, 02:50:13 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649f470b78b8c6b582a0bf82","Jul 1st 2023, 02:50:16 AM","SMS, ref: RrzmyA6OwDZpJel2TZwz",-0.01422,"17.207845","Jul 1st 2023, 02:50:11 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649f46d53e2e8cce3b4aba13","Jul 1st 2023, 02:49:22 AM","SMS, ref: bzcO11kMf7aOvfw04gVF",-0.00711,"17.222065","Jul 1st 2023, 02:49:17 AM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",0.0079,0.00079
"649f469227091a6553dd58fc","Jul 1st 2023, 02:48:15 AM","SMS, ref: W1mbSwHf4eibRSo3RVMq",-0.01422,"17.229175","Jul 1st 2023, 02:48:10 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649f42de5fac81ad670387b9","Jul 1st 2023, 02:32:27 AM","SMS, ref: j2BmtjGkHIJeOHKhkJlP",-0.00711,"17.243395","Jul 1st 2023, 02:32:21 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649f42c53e2e8c51184a947b","Jul 1st 2023, 02:32:02 AM","SMS, ref: SmDxNzunGd43M0fXyYh7",-0.00711,"17.250505","Jul 1st 2023, 02:31:57 AM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",0.0079,0.00079
"649f382027091a1125dcc818","Jul 1st 2023, 01:46:37 AM","SMS, ref: NIo0SVM3KcZJredmdHkl",-0.00711,"17.257615","Jul 1st 2023, 01:46:32 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649f3742c912816126a26adb","Jul 1st 2023, 01:42:55 AM","SMS, ref: xhZvnpqZvG4cL2cELS6Q",-0.00711,"17.264725","Jul 1st 2023, 01:42:49 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649f325eb159f33366006698","Jul 1st 2023, 01:22:03 AM","SMS, ref: iN6HQFxRB9BM8MY6l9Qe",-0.00711,"17.271835","Jul 1st 2023, 01:21:58 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649f3139cc406ddd98ae1892","Jul 1st 2023, 01:17:10 AM","SMS, ref: KM4ww159lXnESv8ZkIFq",-0.00711,"17.278945","Jul 1st 2023, 01:17:05 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649f2eeae2539c7784a0c199","Jul 1st 2023, 01:07:19 AM","SMS, ref: RM12frP0KUJRmm7fPTsz",-0.00711,"17.286055","Jul 1st 2023, 01:07:13 AM","NWLQRF1GGDulzba3hnCP","Community Baptist Church ",0.0079,0.00079
"649f2b43b159f391ad00187d","Jul 1st 2023, 12:51:44 AM","SMS, ref: XykNrRK1A3JKpJwmTKvV",-0.00711,"17.293165","Jul 1st 2023, 12:51:38 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649f21ed53d16c746345e7e6","Jul 1st 2023, 12:11:54 AM","SMS, ref: W6MVcuY2ts2hByxdsUps",-0.00711,"17.300275","Jul 1st 2023, 12:11:48 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649f1e676473b2b6b068a7d6","Jun 30th 2023, 11:56:52 PM","SMS, ref: bgimV9SI1Xxhqwm0DqmM",-0.00711,"17.307385","Jun 30th 2023, 11:56:46 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649f1e01409e4a475bc25315","Jun 30th 2023, 11:55:10 PM","SMS, ref: FPZoEdbFLQMvkiD0uryV",-0.00711,"17.314495","Jun 30th 2023, 11:55:04 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649f1d9b3e2e8c77484907cb","Jun 30th 2023, 11:53:28 PM","SMS, ref: QWvDqGvRg2l19pp24SO7",-0.00711,"17.321605","Jun 30th 2023, 11:53:22 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649f1d853e2e8c8ba44906aa","Jun 30th 2023, 11:53:06 PM","SMS, ref: dE2132dIF4r9A24vraje",-0.00711,"17.328715","Jun 30th 2023, 11:53:01 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649f1d792a194ebddaf96ec9","Jun 30th 2023, 11:52:54 PM","SMS, ref: YlwB5kJJzJw0KBDwygtX",-0.00711,"17.335825","Jun 30th 2023, 11:52:48 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649f1b2ecc406d1da2ad35de","Jun 30th 2023, 11:43:07 PM","SMS, ref: fDeDQiaN4Gx0MnVPm9wc",-0.03555,"17.342935","Jun 30th 2023, 11:43:02 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0395,0.00395
"649f094d411ef528c3034916","Jun 30th 2023, 10:26:50 PM","SMS, ref: DcidXRz250flpmvaHlDh",-0.00711,"17.378485","Jun 30th 2023, 10:26:45 PM","i34q6HKMJF81B3OhJ5Qr","Heltonville Fitness Center",0.0079,0.00079
"649f094d6473b21bc667b9e7","Jun 30th 2023, 10:26:50 PM","SMS, ref: 4oaVYKtiwRJQTu7K7DxH",-0.00711,"17.385595","Jun 30th 2023, 10:26:44 PM","i34q6HKMJF81B3OhJ5Qr","Heltonville Fitness Center",0.0079,0.00079
"649f035f1f45f98a4cb467a6","Jun 30th 2023, 10:01:32 PM","SMS, ref: enQ6JeF57Fz1OqQGO0Pq",-0.00711,"17.392705","Jun 30th 2023, 10:01:27 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649f00423e2e8c011147bc6c","Jun 30th 2023, 09:48:15 PM","SMS, ref: mx6p5eGyjatIlXFnAnTH",-0.01422,"17.399815","Jun 30th 2023, 09:48:09 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efd0fae42029a672487d8","Jun 30th 2023, 09:34:34 PM","SMS, ref: C16lSUutLnrf3E3ptgmz",-0.01422,"17.414035","Jun 30th 2023, 09:34:31 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efd0df19f8331533dad68","Jun 30th 2023, 09:34:34 PM","SMS, ref: MavqofyTDrmnlJqCA3Dl",-0.01422,"17.428255","Jun 30th 2023, 09:34:29 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efd0b11245ea796c94768","Jun 30th 2023, 09:34:28 PM","SMS, ref: ojtUTrDcG5TGVrYJlCoM",-0.01422,"17.442475","Jun 30th 2023, 09:34:27 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efd07a51e5f6df5db725d","Jun 30th 2023, 09:34:28 PM","SMS, ref: GkaAEZk5TNGNGLIVUMnH",-0.00711,"17.456695","Jun 30th 2023, 09:34:22 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649efd044d514f48c1d2f4dc","Jun 30th 2023, 09:34:21 PM","SMS, ref: 7SCr6T2sUOSigZQzWqPy",-0.01422,"17.463805","Jun 30th 2023, 09:34:20 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efd045fac81998a009964","Jun 30th 2023, 09:34:21 PM","SMS, ref: xWcvAZ0byn2Jx86WtxAk",-0.01422,"17.478025","Jun 30th 2023, 09:34:19 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efd0078b8c60b539d9bfd","Jun 30th 2023, 09:34:21 PM","SMS, ref: MPy6tLT0IgvohYCcn5ez",-0.01422,"17.492245","Jun 30th 2023, 09:34:15 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efcf556055f3a742981a1","Jun 30th 2023, 09:34:10 PM","SMS, ref: 5IaCp3Uc3GfupQyAadMf",-0.01422,"17.506465","Jun 30th 2023, 09:34:04 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efcee009de979d71cdb24","Jun 30th 2023, 09:34:03 PM","SMS, ref: 56jx201JnhnFKw6Q5qGh",-0.01422,"17.520685","Jun 30th 2023, 09:33:57 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efce1685a132e6707f139","Jun 30th 2023, 09:33:46 PM","SMS, ref: z58EXVNKioRqSPKQdlbH",-0.00711,"17.534905","Jun 30th 2023, 09:33:44 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649efcdd58b648542ae4f3dd","Jun 30th 2023, 09:33:46 PM","SMS, ref: tyJ1K7KGXd5Hdm96norY",-0.01422,"17.542015","Jun 30th 2023, 09:33:41 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efcd8411ef57fb902b5eb","Jun 30th 2023, 09:33:41 PM","SMS, ref: OA7050Nl1jQXErMd7jeq",-0.01422,"17.556235","Jun 30th 2023, 09:33:36 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efcd0b159f322bbfe107c","Jun 30th 2023, 09:33:33 PM","SMS, ref: enQluqexrHND7GCJkYkw",-0.01422,"17.570455","Jun 30th 2023, 09:33:28 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efcd05fac814b9f009651","Jun 30th 2023, 09:33:33 PM","SMS, ref: erwvzX0LKYwBoS2Ac1wr",-0.01422,"17.584675","Jun 30th 2023, 09:33:26 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efccea51e5f1886db6ecd","Jun 30th 2023, 09:33:27 PM","SMS, ref: GZT6r7Y8uyNtPGceshjm",-0.01422,"17.598895","Jun 30th 2023, 09:33:26 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efcc9409e4a20c3c0dbb2","Jun 30th 2023, 09:33:27 PM","SMS, ref: VMmOVjLiuMnhmqadlcjm",-0.00711,"17.613115","Jun 30th 2023, 09:33:21 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649efcc692009f520216f566","Jun 30th 2023, 09:33:20 PM","SMS, ref: gpB5PL5cyoyZut8uCS8d",-0.00711,"17.620225","Jun 30th 2023, 09:33:17 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649efcc3a51e5ff145db6e2a","Jun 30th 2023, 09:33:20 PM","SMS, ref: DryZKW82eTGT3lNGYuxC",-0.01422,"17.627335","Jun 30th 2023, 09:33:15 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efcc3cc406d7ffdabdda1","Jun 30th 2023, 09:33:20 PM","SMS, ref: QyK6iyBKvkT68iBpWSf5",-0.01422,"17.641555","Jun 30th 2023, 09:33:15 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efcbcae4202baea248276","Jun 30th 2023, 09:33:13 PM","SMS, ref: WSaOtk6F8hIcfd2uiKgA",-0.01422,"17.655775","Jun 30th 2023, 09:33:07 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efcaab99e4b7bc0f5794a","Jun 30th 2023, 09:32:55 PM","SMS, ref: rlIWCIn2bsqyfotu31NE",-0.01422,"17.669995","Jun 30th 2023, 09:32:50 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efca2e2539c2da69e8b3d","Jun 30th 2023, 09:32:47 PM","SMS, ref: f1ucpbEsm3fh9bfIGlyA",-0.01422,"17.684215","Jun 30th 2023, 09:32:42 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efca2ae42022187248108","Jun 30th 2023, 09:32:47 PM","SMS, ref: SDhaQxc46lcp0QDvGLcP",-0.01422,"17.698435","Jun 30th 2023, 09:32:41 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efc9cb159f393c2fe0d87","Jun 30th 2023, 09:32:41 PM","SMS, ref: 0vAejr1ggQqmLSrvFa8q",-0.01422,"17.712655","Jun 30th 2023, 09:32:36 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efc9b409e4a10fac0d8af","Jun 30th 2023, 09:32:36 PM","SMS, ref: E6FWUM38SOV8QUuHDpSi",-0.01422,"17.726875","Jun 30th 2023, 09:32:35 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efc97685a1372e107ece7","Jun 30th 2023, 09:32:36 PM","SMS, ref: 9QtvTqHjMEUJwOqQmEV4",-0.01422,"17.741095","Jun 30th 2023, 09:32:30 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efc96a51e5ff25fdb6b53","Jun 30th 2023, 09:32:36 PM","SMS, ref: youX1U5asoCfDbWg18wV",-0.00711,"17.755315","Jun 30th 2023, 09:32:30 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649efc83411ef567a002b094","Jun 30th 2023, 09:32:16 PM","SMS, ref: rZIiHseFrGJQu5AXxwng",-0.01422,"17.762425","Jun 30th 2023, 09:32:11 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efc77409e4a98a7c0d699","Jun 30th 2023, 09:32:04 PM","SMS, ref: 0QNLWoqaqDtfZEQ0hCXJ",-0.00711,"17.776645","Jun 30th 2023, 09:31:58 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649efc7153d16c73a8443fdc","Jun 30th 2023, 09:31:56 PM","SMS, ref: nQc8ln74wX0eqVH6JpHZ",-0.01422,"17.783755","Jun 30th 2023, 09:31:53 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efc6f53d16c00c3443fbf","Jun 30th 2023, 09:31:56 PM","SMS, ref: 1tlTbcMvBQ8GdAIiubi4",-0.00711,"17.797975","Jun 30th 2023, 09:31:51 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"649efc624d514f5594d2eab0","Jun 30th 2023, 09:31:41 PM","SMS, ref: SsjQMx7xVmVXfIXtBMVS",-0.01422,"17.805085","Jun 30th 2023, 09:31:38 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
"649efc60b159f385c3fe099e","Jun 30th 2023, 09:31:41 PM","SMS, ref: uTfs0pec4xUvjAUZWbPQ",-0.01422,"17.819305","Jun 30th 2023, 09:31:36 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0158,0.00158
